Datetime,Tweet
2018-02-11 09:36:14+00:00,hey @Uber_Support i really loved using uber in vietnam and did a lot. but why do you keep sending me vietnamese emails? how can i stop it? 
2018-02-11 06:55:10+00:00,@Uber_Support fuck you guys it’s 2 am and raining and our uber just kicked us out of the car I’m pissed fix this shit
2018-02-11 06:47:10+00:00,"@Uber_Support your driver stole my bag and changed the destination, now his phone is shut off and not responding.. what can we do?"
2018-02-11 05:46:26+00:00,My Uber driver got pulled over last st Patrick’s day and had to do a field sobriety test..... I got charged that whole time and @Uber wouldn’t compensate for that either. Super annoying. hope things work out Rachel!
2018-02-11 02:59:50+00:00,I will. I’m annoyed.
2018-02-11 01:11:35+00:00,Uber is the worst with customer service DRAG EM SIS 
2018-02-11 01:10:38+00:00,"Your correction made more sense. If they screwed up, they screwed up and should refund the trip. My reply to you was because of your initial comment saying they should refund the plane tickets. That’s the part I didn’t quite get, but if you just meant the Uber trip, gotcha."
2018-02-11 01:06:53+00:00,Well I corrected the typo and what happened was unnecessarily dramatic. I tweeted to inform because Uber was unprofessional in how they handled. If I am dramatic then I am dramatic
2018-02-11 01:04:53+00:00,Nope I tried that already
2018-02-11 01:01:50+00:00,Just based off your initial tweet I bet it seemed a bit dramatic to some. But if you care to share the story... 
2018-02-10 17:11:07+00:00,omg briana all your dreams are coming true
2018-02-10 16:16:04+00:00,Hi @Uber_Support can you explain why you are charging me £100 when my friend in the back of the car wasn’t even sick lol? Clearly an old stain. Already taken the money and won’t even reply to my messages... 
2018-02-10 15:57:54+00:00,Update: driver sent a fake photo to @Uber @Uber_Support and they refuse to give me time stamp and location information to verify I am at fault. Still no refund. Still a scam.
2018-02-10 15:35:50+00:00,Remember that time I had an @Uber driver get a gun pulled on him for being an idiot &amp; @Uber_Support reached out to fixed it but then I never heard back. I do. :)
2018-02-10 12:59:36+00:00,Cheap bastards coming off a cruise but want a cheap ride FOH. I won’t come get you find another desperate sucker #nothanks #stopbeingcheap @Uber_Support pic.twitter.com/WyTjZrGdx2
2018-02-10 05:37:49+00:00,"Dear @Uber_Support, I am using a car and your driver is continually using mobile phone while driving. You have really given such a professional drivers and safe service. Keep it up. "
2018-02-10 00:38:45+00:00,".@Uber_Support You know, I didn’t take this ride. Somebody in Sydney, Australia did, not me here in Toronto. You keep emailing me their receipts. I’ve asked you to stop. "
2018-02-10 00:08:25+00:00,"Wtf! @uber_support, either you are lying about the surge you charged or you are overcharging again. This has to stop! "
2018-02-09 20:59:54+00:00,"I’ve dealt w terrible customer service before but @uber @Uber_Support takes the cake. Since they have no phone number, a delicate situation that takes explanation is in hour2 of texts to customer service bots w no end in sight."
2018-02-09 17:53:26+00:00,"it’s been sorted now, thankyou"
2018-02-09 16:56:36+00:00,Can someone explain how #uber driver can get lost on the way from South Beach to the Airport? I don’t live here and I can get there! @Uber @Uber_Support #miami #kokot
2018-02-09 15:40:21+00:00,unfortunately and uber and the driver isn’t responding to me
2018-02-09 15:06:56+00:00,"We had a new entrant this week with @DPD_UK entering the #top10 companies by mentions, welcome! http://helphandl.es/1UjqdCw 1 @virginmedia 2 @AppleSupport 3 @AmazonHelp 4 @Delta 5 @Uber_Support 6 @Tesco 7 @AmericanAir 8 @bet365 9 @British_Airways 10 @DPD_UK"
2018-02-09 14:34:36+00:00,Your driver took another route and you charged me double for it .. @Uber @Uber_Support you suck !!!
2018-02-09 10:23:00+00:00,Very sad incident.. Hope she gets fine soon. @Uber_India You should bear all hospitalization charges..
2018-02-09 08:44:04+00:00,Uber doesn't allow u uninsured cars... So it's Insurance company who has to be be contacted ..
2018-02-09 08:25:27+00:00,"No, if the car is Insured, insurance company will pay the compensation... Upto 7.5Lakhs ... That's third party policy norm.."
2018-02-09 07:45:34+00:00,Most of the @Uber_India drivers do not follow rules and to top it their support is pathetic @Uber_Support https://twitter.com/BBTheorist/status/961864951185862657
2018-02-09 04:54:20+00:00,Is not the most ridiculous Uber route you have ever seen? @Uber_Support 
2018-02-09 01:55:15+00:00,@Uber_Support my driver was using @Uber #GPS and it took us through the longest possible #route; passing through neighborhoods rather than main roads. $UBER #bug #travel
2018-02-08 23:45:48+00:00,"Today is not my day. I call a Lyft and I get in and we almost get in an accident, then he gets lost so I tell him to let me out and I end the ride. Then I call an Uber. Guess who rolls up my old Lyft driver. Now I am late to work. I want my money back @Uber_Support @AskLyft"
2018-02-08 19:28:58+00:00,"@Uber_Support Trying to log in (as a driver) and the app is not working (NYC), what is going on???"
2018-02-08 19:28:03+00:00,@Uber_Support @Uber what’s going on with the network connection. Drivers system is down and so is the app #uberlondon
2018-02-08 19:24:52+00:00,"@Uber_Support The Uber platform seems to be down, driver kept receiving an error starting the trip so did not charge me. Didn’t have any cash to pay. What’s up?"
2018-02-08 14:34:08+00:00,.@Uber @Uber_Support I’d like to register a complaint about a navigation system that was used For my entire 35 minute ride At full volume At 6AM 
2018-02-08 12:12:52+00:00,"@Uber @Uber_Support @Olacabs kindly teach your drivers about low beam and high beam.90%of your drivers dont know how and when to use high beam.Getting license is not enough,must know traffic rules.@HYDTP @amjedmbt @Khaleeqrahman @SA214H @MohdAbrarAhmedK @nazifyy"
2018-02-08 10:29:19+00:00,@Uber_Support this company is an absolute joke a normal Nottingham. Cab yo my place of work usually 5 .50 uber over 10. It is a con and they should lose their licence in nottingham. I'm going to complain to council
2018-02-08 08:58:55+00:00,Is this ok for an Uber X quality? Seriously? I had to pay more to get this? @Uber_Qatar @Uber_Support 
2018-02-08 06:31:50+00:00,I think after this season if taxes I’m going to unregister for @Uber (@Uber_Support)
2018-02-07 20:39:07+00:00,uh wtf @Uber_Support im gonna be waiting forever 
2018-02-07 13:52:56+00:00,How does this happen @Uber_Support? How can the trip extend indefinitely if the rider has not extended it? What does a rider do if she finds out the driver has not ended the trip? In this case the driver refused to take calls. @Uber_India
2018-02-07 13:52:39+00:00,Is Digital Rupee Less Valued that Paper Rupee ? Why is that @ola_supports @Olacabs and @Uber @Uber_Support @UberINSupport Drivers are cancelling and refusing to come for trip when it is not cash payment
2018-02-07 13:20:32+00:00,Gas prices have risen and every commercial transportation system as well as other types of businesses adjust their prices accordingly. @Uber @Uber_Support @AskLyft doesn’t care to adjust fares because they don’t pay for the gas.
2018-02-07 12:47:32+00:00,"If I had a dollar for every time @Uber_Support charged me a cancellation fee when they shouldn’t have and made me fight them to get my money back, I would have....tbh I don’t know because it happens so often I lost track. I need to use @lyft more"
2018-02-07 12:37:05+00:00,"Since @Uber_DOM does not respond to the requests of the Dominican clients, I will pass on our concerns in safety to @Uber and @Uber_Support. If you are not responsible to the situation with ubertaxists in the airport, a tragedy is imminent. "
2018-02-07 12:07:33+00:00,"#TravisKalanick 'Crossed a Line,' Former #Uber Board @Uber @Uber_Support @travisk"
2018-02-07 09:44:24+00:00,A member of your team is taking me to a different destination @Uber_Support help. 
2018-02-07 07:41:53+00:00,Random sighting of @barelAVictoria_ this morning at the hotel - here at #ISE2018 as part of the @rAVePubs interview team. Stressing about yet another cancelled @Uber_Support ride...
2018-02-07 03:31:24+00:00,I was *just* going to tell you. Hooray for comparing prices in Maps
2018-02-07 03:06:23+00:00,Oh my gosh I this! Seriously @Uber take note- ALSO no word from @Uber_Support yet. 
2018-02-06 17:00:04+00:00,"Believe it or not, no. This actually happened and i hope the driver enjoyed what was left of the meatballs"
2018-02-06 16:35:15+00:00,Just taken the worst @Uber ride ever. Driver said no more than 4kg could go in his boot. ?!?!?! My handbag is heavier than this. Then he chucked us out after fuming/arguing for a while.If I had no luggage I would have taken the tube. Some people shouldn’t be taxis @Uber_Support
2018-02-06 16:13:55+00:00,"We're here to help, Kyle. Connect with us via https://help.uber.com/h/53539bde-f6f4-4909-85de-fa0b99f82be0 and we'll further assist."
2018-02-06 13:49:36+00:00,hey @Uber_Support maybe you should include that there is a $15 lost item fee in your initial email so that I can decide if I think my coat’s cloth belt is worth paying that instead of being surprised after the fact.
2018-02-06 11:03:46+00:00,"@Uber_Support @UberINSupport @UfterYou #Uber operations in india is a fraud,they over charge the riders,before starting the trip the cost was showing rs 49 but final bill was Rs 123 approx.kindly refund the excess money charged. "
2018-02-06 09:12:04+00:00,Please @Uber_Support stop asking drivers to do a U-Turn on George St in the middle of Sydney City - it's not possible and no one knows why your maps suggest it! X 
2018-02-06 07:45:29+00:00,@Uber @TfLTPH @Uber_Support @MayorofLondon @LondonDynaslow @willnorman From a friend this morning. Surely this company needs to lose their licence?
2018-02-06 04:19:27+00:00,.@suhelseth sir. Seems your kind attention and RT will make @Uber_India @Uber_Support wake up and smell the #coffee. The #CustomerCare and now it seems the #Accounting department at @Uber is run by #Bots..! Kindly help me out here.
2018-02-05 17:23:19+00:00,"With high gas prices in LA, Uber is really doing an amazing job with fucking over the driver and making them feel like indentured servants."
2018-02-05 17:10:28+00:00,I guess uber is meant 4 such experiences.#thieves #BadCustomerService #noreplies
2018-02-05 16:28:23+00:00,"@Uber_Support @Uber_India My friend left his phone 8147619449 in cab kA 41B5201, Krishna P.S..now his mobile is switched off.please contact the driver and get his phone"
2018-02-05 15:15:49+00:00,@TfL @Uber @Uber_Support Uber driver scamming passengers. Driver took me to a restaurant and has accused me of doing this to his car. Avoid this driver !!! 
2018-02-05 14:52:47+00:00,"Just when I thought @Uber couldn't get any worse, up step @Uber_Support to increase my levels of bewilderment &amp; ire! Aftr explaining my issue thoroughly several times the only words they can muster are ""dynamic &amp; pricing"" in an email entitled 'No Response Needed'. I beg to differ"
2018-02-05 13:46:52+00:00,"Hi again @Uber_Support. Yesterday I got in touch about the fact I was charged double the agreed fare on a ride with one of your drivers. You asked me to send a DM, so I did. When can I expect a response to that DM?"
2018-02-05 10:21:35+00:00,lol right?!?! I have no idea what’s going on
2018-02-05 09:51:32+00:00,I don’t understand how @Uber_Support can deduct $150 from my account at 227am in the morning but can’t respond back to me. Someone needs to fix this
2018-02-05 09:13:51+00:00,@Uber_Support what kind of service are you providing. We are losing faith.
2018-02-05 04:17:00+00:00,Dear @Uber @Uber_Support your drivers kill our time on the border of Delhi-Noida..they just refuse to cross borders to avoid the toll...it sucks!
2018-02-05 03:19:23+00:00,idk lol
2018-02-04 23:56:31+00:00,Nope!! Already deleted my account after messaging you multiple times and getting nowhere.
2018-02-04 13:41:14+00:00,Why does this read almost like a scam message tho? “Reaching you out” / “had to got offline” / “you can have more information ... on next link” wtf @Uber this is so unprofessional
2018-02-03 15:12:23+00:00,IVE HAD A RIDER PASS FOR THE PAST 3 MONTHS @Uber_Support @Uber ... &amp; THIS MONTH YOU JUST TOOK IT AWAY FROM ME BUT IM SUCH A VALUED CUSTOMER THIS HAS TO BE A MISTAKE! PLEASE HELP ME I CANT BREATHE HELP SOS
2018-02-03 12:52:58+00:00,This man has stolen my bag! No one is helping. I need this resolved NOW!
2018-02-03 12:51:33+00:00,@Uber @Uber_Support going to the police and this man has now committed a crime! 
2018-02-03 09:45:02+00:00,"""Something went wrong"", @Uber . Big time! I spend money on an Uber pass, which is valid for just 28 days, and the app soon starts declining ride payments and just stops working. Nobody helps or responds. Traditional @Uber_Support experience. "
2018-02-03 08:37:25+00:00,"So? She can ask for help, you can choose to give it or not. Doesn't give you the right to demand answers to an issue that you clearly had no answers to, help for or knowledge of."
2018-02-03 08:08:13+00:00,FYI @Uber_Support doesn’t delete your data when you ask them. I did one year ago. I joined again yesterday and they said “Welcome back” and still had my debit card saved. Absolutely illegal and shameful!
2018-02-03 05:58:33+00:00,"Was driving down college tonight after rush hour, first time in a while that I drive. I have to say, @Uber_Support drivers are literally the worst. They don't signal, they drive slowly then come to complete stops with no hazards on, I saw many stopped in bike lanes. #WTF"
2018-02-03 04:35:28+00:00,.@Uber @Uber_Support @uber The driver started the journey without me boarding the car and was enjoying his ride alone. Please refund.
2018-02-03 00:16:37+00:00,There’s no excuse for a $10 cab ride to the train station to cost as much as my TRAIN TICKET lmfao
2018-02-02 23:37:16+00:00,@Uber I’m sure @MoeSargi will agree with me that your driver shouldn’t have called @MoeSargi’s fiancée and tell her to walk a few blocks to where your driver was stuck in traffic. That’s down right cruel.
2018-02-02 22:39:12+00:00,I say it’s uber so it’s uber
2018-02-02 18:20:58+00:00,Downloads @lyft because @Uber has awful customer service. @Uber_Support what’s good? 
2018-02-02 16:53:36+00:00,finessed lmao
2018-02-02 16:52:38+00:00,I’ve already contacted y’all. still no answers. 
2018-02-02 16:45:15+00:00,"I just canceled on an unaccompanied minor and received a cancellation fee. Is this new @uber_support? I appreciate it if so, however, I fear it will be taken advantage of by some drivers."
2018-02-02 14:00:04+00:00,"for sure, already submitted a complaint :-)"
2018-02-02 06:48:23+00:00,".@Uber_Support @Uber_India Booked a ride from Sushant Lok 1 to airport T3. The driver didn't end the trip. The estimate was rs.350 and have been charged rs.1148. on trying to contact the driver, he threatened and refusing to pick up. What nonsense is this. What shit drivers. pic.twitter.com/wj0fbTnUzb"
2018-02-02 04:49:02+00:00,I’ve messaged you now three times before I tweeted at you and now I’ve messaged through the app and now with this link. Please respond. @Uber @Uber_Support 
2018-02-01 19:36:22+00:00,"According to this thread, before replacing their drivers with self-driving cars, @lyft and @uber tried to replace @AskLyft and @Uber_Support with robots. When I see the result, I hope that they postpone the self-driving cars a bit. https://twitter.com/julienbarbier42/status/959105112223264768"
2018-02-01 18:14:54+00:00,Where's @holbertonschool bot asking you to DM them about the issue? ;)
2018-02-01 17:24:31+00:00,"And I couldn’t cancel without being charged $5, @Uber_Support "
2018-02-01 17:23:39+00:00,"@Uber_Support, my driver &amp; the incredible women at the SLC @AlaskaAir check-in saved the day!!! Can't thank you all enough!!!! I LOVE YOUUUU!!!!"
2018-02-01 16:33:20+00:00,"I just took an Uber from The Montage, Deer Valley to the Salt Lake City Airport (Kelly booked it) and I forgot my phone (with ID, #CC, everything) in the van. @Uber_Support Currently stranded at the Alaska Airlines check-in. Please help?"
2018-02-01 16:10:53+00:00,Riding @Uber tonight to a friend's place who has promised to cook some good non-vegetarian food for me. Onwards to his place now. #friendshipsthatlast #Uber #Delhidiaries @SoDelhi @JustDelhiing @LBBIndia @Uber_Support 
2018-02-01 08:54:34+00:00,"Thread. How @4eo's @Uber_India app was hacked into from Russia, while Leo was boarding a flight in Dubai. @Uber_Support @Uber"
2018-02-01 08:00:31+00:00,Interesting that uber drivers with a 4+ rating are still choosy ala taxi. Maybe time to rate with a 3 for passing and 1 if nagtatanong kung saan ang destination? @Uber @Uber_PH @Uber_Support
2018-02-01 05:29:33+00:00,"Why did Uber wait over 20 minutes, cancel trips twice, charge for them, & then insist on re-entering the same phone number three times? Refund money back & by the way this is an incredible amount of #harassment @Uber_Support #Berkeley #SF"
2018-02-01 02:44:06+00:00,"If you book cab from @Uber_India and driver calls you to ask for drop location, 95% probability that driver will cancel the booking leaving you stranded! Happened with me again thrice in last two days. They have started behaving like local taxi/autorickshaw people. @Uber_Support"
2018-01-31 19:55:07+00:00,This weekend promise @A_Stax @DJYoungJD @Uber @Uber_Support @lyft @lyft
2018-01-31 19:54:11+00:00,Fucking @Uber_Support I'm gonna have to take legal action on something so pretty could be resolved with a customer care call but I'm getting the run around. I've got all records showing I'm legit
2018-01-31 19:35:57+00:00,We already diiiiiid.
2018-01-31 18:48:48+00:00,Last night some fucking uber took off with my purse in it and hasn't been able to be contacted since. @Uber_Support is has been very unhelpful and you'd think they'd just give us dudes direct number but NAH.
2018-01-31 18:08:53+00:00,Hey @Uber_Support and @Uber - this dude fraudulently charged $150 for a cleaning fee. You've ignored my emails and messages. What are you going to do to fix this situation?
2018-01-31 16:56:48+00:00,Till u solve his genuine complaint.i will not use @Uber_India services. N sharad tell ur well wishers to do the same. This is only way to woke this people from deep slumber @nirmooohi @rajendrajdh @SinghSinli #uber
2018-01-31 16:33:22+00:00,"Matter of harassment to my 13yr old son travelling alone in Uber due to an emergency and since last 30hrs I seem to be communicating with a Robot on their App, with same message coming to me thrice as reply. Anyone here at @Uber_India @Uber_Support ?"
2018-01-31 16:30:27+00:00,Trying to resolve an issue with @Uber_Support and @uber but they are giving me the run around its a simple problem. I might have to switch my service this bull shit
2018-01-31 15:35:07+00:00,"Hi @Uber_Support, I'd like to know why the cost of my morning commute - the same route I've taken for almost a year - has suddenly increased 60 percent in the past few weeks. Can someone address this?"
2018-01-31 15:01:48+00:00,I lost my phone in car yesterday at 5:30 ish @Uber_Support what can I do it was a back up phone
2018-01-31 09:33:56+00:00,"Your notice on the l/line issue is dated 2017 and refers to matters dated FROM 2016. Prior to 2016 a landline was required by ALL PH Operators. Uber’s licence was issued prior to 2016. Why were they arbitrarily allowed, contrary to PH legislation, not to have one?"
2018-01-31 09:17:22+00:00,Bullshit. When caught out by the GLA on the l/line issue Leon Daniels panicked and stated that it was only a requirement at the time of making the application for an operators licence. No mention whatsoever about a legal challenge.
2018-01-31 07:00:33+00:00,Or even better there’s @TaxiappLdn which isn’t funded by venture capitalists and is a real black #taxi drivers coop #real #local #Londoners . Free to download and we won’t sell your data
2018-01-31 02:14:41+00:00,I dmed you
2018-01-31 02:06:55+00:00,"@Uber_Support i made a stop on my trip and i got out to go in the store and the driver drove off with my guccci bag in the care and I called 3 times and he was saying he couldn’t drive it back, what tf is this"
2018-01-30 19:02:23+00:00,"""Just ship it. We'll fix it once it's live.""- Uber @Uber_Support please help! The entire @theleague office depends on it!"
2018-01-30 18:58:34+00:00,Yoooooooooooooo @Uber_Support. I want my $5 back lol
2018-01-30 18:31:59+00:00,"No point getting a #uber ride pass. My trip usually costs $15. If I get a ride pass paying $15 activation fee, it is going to be $18. Welp... no thanks. @Uber_Support"
2018-01-30 18:05:57+00:00,@Uber_Support went to buy a ride pass and only a route pass is shown? How do you get the ride pass back? 
2018-01-30 15:37:09+00:00,Lots of promises to fix the problem. Same useless service today @Uber_Support
2018-01-30 13:58:41+00:00,"Kara, were you aware that there are approximately 10,000 uber drivers working in London that have no DBS (criminal records) checks? Your uber driver is just some bloke in a car."
2018-01-30 13:42:26+00:00,"If @Uber @Uber_India doesn’t care about the well-being of its drivers or Uber Pool passengers, then I’d be inclined to never use it again and urge others too. Hope you respond. I can share the ride details for you to retrieve and ban that obnoxious passenger’s account."
2018-01-30 13:30:26+00:00,"Hey @Uber_India @Uber_Support - I just rode in Uber Pool with the most obnoxious disrespectful passenger who entered the wrong location, then yelled disgustingly at the driver and hit him. When I opposed, he threatened to take me to court. Will you ban him from Uber?"
2018-01-30 12:34:14+00:00,"Kara don’t waste your time complaining to Uber, They genuinely only pretend to care, this is theft and it is a police matter. Uber are built on lies deceit and corruption. The public are being lied to about the honesty integrity and safety of this company!!"
2018-01-30 11:07:51+00:00,This is the difference.
2018-01-30 10:28:13+00:00,Report to police as theft Uber Drivers are not properly checked!
2018-01-30 10:27:55+00:00,Sadly Kara this is all because @TfLTPH have watered down regs that were obviously originally in place for very good reasons! Uber didn't want a landline for customers to contact! TFL actually scrapped this vital reg purely to appease Uber! Utter chaos!
2018-01-30 10:04:55+00:00,"All we hear is Uber’s so safe because you can track the journey, Well I hope you now realise all drivers need to do is cancel the trip or switch off their phone. 48 sexual assaults last year in London Uber cars 0 in black cabs, Report to the police and @TfLTPH"
2018-01-30 09:52:25+00:00,Contact @metpoliceuk and #deleteuber
2018-01-30 09:45:04+00:00,Suggest you contact the police immediately.
2018-01-30 00:35:12+00:00,#OMG !!!!! @uber @Uber_Support THAT'S #UberHorror EXTREME #UberFraud #UBER have imbedded themselves into #US #UK now probing WORLDWIDE #BEWARE #UberSupport
2018-01-29 22:53:37+00:00,"Had the worst help/support experience in my life with @Uber_Support. 2 weeks, 11 different people, &amp; a Twitter exchange to clarify a couple of details. "
2018-01-29 16:32:51+00:00,A girl Areeba Altaf lost her cell phone in Uber Vehicle no. AV-022 today. Driver name was Rahat. She is unable to contact through helpline. Dear @Uber_support please look into this.
2018-01-29 14:17:33+00:00,"Well, it's your own fault for having your licence confiscated after crashing into that orphanage run by war widows "
2018-01-29 05:08:15+00:00,@traciethoms @gc r u saying u don't hve my social profile linked yet?this firm is turning into a joke @Uber_Support #DigitalTransformation #failed
2018-01-29 04:02:12+00:00,he was so mean to us during the ride too I felt so uncomfortable
2018-01-29 03:58:32+00:00,so today mine & @ashhhnicole_ 's uber driver made her get out of the car and threw our bags on the ground @Uber_Support wya ???
2018-01-29 03:34:06+00:00,@Uber @Uber_Support I’m this is a petition for you to add Litecoin as payment Please come forward and join us in this step forward in technology #litecoin #ltc #cryptocurrency #Bitcoin @SatoshiLite @LTCFoundation @CryptosQueen
2018-01-29 02:25:44+00:00,Heya @Uber_Support! We are trying to organise an Uber with a baby car seat. Is that possible in Australia? Your assistance would be greatly appreciated.
2018-01-28 20:19:38+00:00,@Uber_Support especially on the weekends. I have proof my accounts been hacked and these motherfuckers dragging their feet like cyber security isn’t an issue nowadays. @Uber if you cared for your “partners” this shit would never happen! pic.twitter.com/AUoV9XSEMH
2018-01-28 17:25:20+00:00,They’ve put the credit back on my account. Which is not really what I would want...
2018-01-28 16:37:31+00:00,Hey @Uber_Support you charged me $10 for a ride I didn’t take last night and I would like that back please and thank you.
2018-01-28 10:07:39+00:00,"Nope. Called the police. Clearly, y’all don’t care until riders have to."
2018-01-28 10:04:19+00:00,Ughhhh right??
2018-01-28 05:29:13+00:00,Thanks for trolling my toll conversation
2018-01-28 04:35:35+00:00,"Hello @Uber_Support. Yet again, driver denies that toll charge is part of the trip payment. Please educate your drivers. This one does not even have an RFID."
2018-01-28 01:00:23+00:00,"Tbh, I’m not going to worry about $30 cash. I’m blessed that no one stole my card and that I got my stuff back and that’s what’s important."
2018-01-27 18:51:20+00:00,Thank you @Uber_Support 
2018-01-27 18:34:53+00:00,Does @uber let passengers know when we rate them or only let them know when we had an issue with them? It would be nice if @uber let the passenger know that we appreciated them and remind them to tip us. @Uber_Support #tipuber
2018-01-27 18:01:25+00:00,@Uber @Uber_Support @Uber_India appreciate the promptness of a lady calling once unsafe reporting was done but need to know if such extreme rude behaviour at a late hour is followed up with a suspension of license ? To ensure safety to all women travelling in Uber ?
2018-01-27 14:50:38+00:00,Hi @Uber_Support my driver picked up someone else and started the trip so i cancelled and want a refund.
2018-01-27 05:43:03+00:00,"In one day I've had two drivers ""pick me up"" &never reach me. I was charged full price for both rides. Never picked up. Twice.@Uber_Support"
2018-01-26 23:26:20+00:00,@Uber_Support @uber if my family is in one of these Uber’s I’ll be pissed
2018-01-26 18:56:19+00:00,What movie?
2018-01-26 18:46:29+00:00,My driver watched a movie on his iPad while driving me home from DTLA and they didn’t do shit.
2018-01-26 16:05:33+00:00,just a reminder to everyone that uses @Uber that yesterday I was charge TEN TIMES the cost of my ride with NO explanation and absolutely ZERO assistance from @Uber_Support do yourself a favor and take @lyft from now on.
2018-01-26 14:53:57+00:00,Big week @AskPlayStation as they deal with fixing the #playstationnetwork #psndown http://helphandl.es/1UjqdCw 1 @AskPlayStation 2 @AmazonHelp 3 @virginmedia 4 @AppleSupport 5 @BurgerKing 6 @Delta 7 @Tesco 8 @hulu_support 9 @AmericanAir 10 @Uber_Support
2018-01-26 12:17:43+00:00,You mean fill every street in every town and city with Uber drivers causing pollution and gridlock across the country just so you can get a car instantly. Call your local Cab office a couple of minutes before you need to go
2018-01-26 04:51:54+00:00,"If you pepper spray me, why wouldn't I drag you outta my car. SMH. All these pple trying to play victims while they r actually d aggressors. Seeking to trend nd remain popular by all means. "
2018-01-26 04:49:49+00:00,"This lady is a fake though. Someone who tried to rape u, held d door open for u to step out? Maybe it's time for @Uber @Uber_Support and @Taxify_ng ask their drivers to install dash cameras. TBH. Lady muted, ND edited dis video to d point she started shouting."
2018-01-26 01:35:43+00:00,"Hey @Uber_Support, when one of your drivers puts a client in danger, you should really deal with it before it hits social media that you’ve ignored @AIMEESONG for two days "
2018-01-25 23:54:12+00:00,"Uber has become pathetic ever since they dropped the incentives for drivers. Support is horrible, mechanical responses to all issues instead of solutions. People don't even understand the problem. Uber grew too fast and this is the problem."
2018-01-25 22:55:26+00:00,Me: boss im going to tema Uber: how much is the fare Me: Ghs12.00 boss Uber: please cancel n request another @Uber_Support Find this maniac 
2018-01-25 21:30:18+00:00,"@Uber_Support and @UberFR were very swift in responding to my earlier complaints, and I thank them for that. However I feel like the ultimate response I got wasn’t great. I think they should have at least reimbursed our fare."
2018-01-25 19:44:42+00:00,I didn’t get a plate as I was riding. This should be general knowledge anyone with a drivers license should have.
2018-01-25 17:34:27+00:00,Seems like @Uber_India service is going from bad to worse....surge seems to be all the times. The @Uber_Support doesn’t revert to any issues posted. Still waiting for them to respond!
2018-01-25 15:22:58+00:00,"So @Uber @Uber_Support @UberNigeria please explain this to me. Your drivers are out of hand and I fully blame you. And for God’s sake, my card was already my payment option. Called him to scould him and he ended the call. #Uber #CustomerRelations"
2018-01-25 14:55:08+00:00,Because I'm bored of them using the horn at 3am outside my house because the lights have been green for about a nanosecond
2018-01-25 14:31:28+00:00,"This @Uber_CHI drv claimed something was wrong with her car when I told her idling in the bike lake is illegal, then it magically fixed itself when her passenger arrived. @Uber @Uber_Support "
2018-01-25 11:19:28+00:00,"I'd suggest that with your ability to observe many cars in the traffic as you overtake, you note details of the Uber & other taxis with the satnav/ mobile phone placed illegally blocking the required views from the driver's position. A VERY common feature with Uber cars"
2018-01-25 09:07:05+00:00,".@Uber @Uber_Support seriously, can your drivers not honk their horns at cyclists who take the lane? We are entitled to be there and you are an illegal service who is not. Oh and STOP DOUBLE PARKING. get it?"
2018-01-25 03:02:19+00:00,"Yo @AskLyft @lyft this driver has had me waiting in fucking bodega for the last 40min, i literally cant afford to cancel, thats $9 i dont have, and he’s ignoring my text/calls. This is totally unacceptable. Tell Shazad to cancel this fuckin ride so i can call an @Uber_Support pic.twitter.com/10h8V8wIUn"
2018-01-25 01:35:46+00:00,"Nice work, @Uber_Support. Two rounds of “support” with no progress. Do your people even read the notes before they pick which canned response to trigger?"
2018-01-25 01:01:06+00:00,"My order just got delayed 20 minutes so the driver could drop off another order. This happened to me yesterday as well and ruined my dinner. It was soggy, cold fried food. Please stop this practice. Late / cold food is a #fail @Uber_Support"
2018-01-25 00:54:40+00:00,Hey @Uber @Uber_Support. Last night your driver purposefully took a longer route (without asking me) and made 4 wrong turns resulting in me missing a paid session with my trainer. I did not feel safe as he was blatantly ignoring the GPS and I didn't know where I was. Refund?
2018-01-24 19:50:50+00:00,when are you adding this to your fleet @Uber_Support @Uber
2018-01-24 19:34:54+00:00,He did that. And when I told him Brooklyn he said “I’ll be right there.” Why not tell me then if it’s a problem? #honesty
2018-01-24 13:39:25+00:00,If your @Uber_Support driver calls you a nigger just kno @Uber will do nothing about it....
2018-01-24 10:55:45+00:00,Not satisfied with a response are you serious? She was taken to an industrial site and doors locked? Is that all you offer as assistance to a member of public?Are you sure you are the regulator? You are there to protect the public are you not? @MetCC
2018-01-24 07:11:26+00:00,.@Uber_Support can you please update your maps for Doha considering new additions to Lusail expressway? It’s causing headaches for drivers &amp; customers. This was meant to be a simple journey... 
2018-01-24 06:04:37+00:00,"Hi @Uber_Support I left my glasses in an uber in Melbourne last month, contacted the driver who said he would drop them to my job, but hasn't and now won't answer my calls or texts. Is there anything I can do about this? Help a blind gal out ."
2018-01-24 05:04:42+00:00,Why Uber is not taking action against driver. Does Uber support this type of activities? @Uber_Support @amitjain1
2018-01-24 02:10:58+00:00,The tipping option should have defaulted tip amount when a ride ends. Passengers should actively have to deny a tip rather than select one. #Rideshare is a service industry we aren't a charity. @uber_support @uber @asklyft #tipuber #tiplyft
2018-01-23 22:46:15+00:00,@Uber_Support you might wanna keep an eye on your Minneapolis people...
2018-01-23 19:52:46+00:00,I wish people would stop tagging me in regards to their uber problems I have fucking nothing to do with the Uber company's tech support
